carat,cut,color,clarity,price,size
1.27,Premium,J,VS1,5518,205.67
1.2,Very Good,G,SI2,5518,197.14
1.03,Ideal,G,SI1,5518,169.0
1.01,Very Good,G,VS2,5519,159.17
1.16,Ideal,J,IF,5519,192.84
1.16,Ideal,G,SI1,5519,188.83
1.46,Premium,I,SI2,5519,231.79
1.06,Very Good,F,SI1,5520,171.36
1.06,Premium,H,VS2,5520,173.71
1.24,Ideal,G,SI2,5520,206.25
1.23,Premium,I,VS2,5521,199.06
1.0,Very Good,F,SI1,5521,162.1
1.1,Very Good,H,SI1,5521,178.0
1.12,Ideal,H,SI1,5521,182.74
1.0,Very Good,G,SI1,5522,164.17
1.2,Very Good,I,SI1,5522,190.68
1.02,Ideal,H,SI1,5522,169.71
1.03,Premium,H,VS1,5523,167.66
1.03,Premium,H,VS1,5523,167.6
1.1,Very Good,I,VS2,5524,177.99
1.08,Very Good,H,VS2,5524,177.09
1.35,Fair,J,SI1,5524,219.91
1.04,Very Good,F,SI1,5525,170.64
1.01,Premium,E,SI1,5525,165.95
1.15,Ideal,E,SI1,5526,189.83
1.03,Good,D,SI1,5526,168.86
1.13,Very Good,G,SI1,5526,183.18
1.01,Ideal,F,SI1,5527,166.4
1.09,Ideal,F,SI1,5527,176.7
1.0,Very Good,F,SI1,5528,160.92
1.04,Ideal,E,SI1,5528,171.8
1.21,Premium,G,SI2,5529,200.74
1.27,Very Good,J,VS2,5530,205.38
0.91,Very Good,E,VS1,5530,146.13
1.13,Very Good,I,VS2,5531,185.52
1.04,Ideal,E,SI2,5531,168.96
1.21,Premium,J,VVS2,5531,197.15
1.01,Premium,D,SI1,5532,165.86
1.07,Ideal,G,SI1,5532,177.29
1.01,Very Good,D,SI1,5533,167.49
1.52,Fair,G,SI2,5533,239.05
1.01,Very Good,E,SI1,5534,170.23
1.22,Premium,G,SI2,5534,198.63
1.15,Ideal,I,VS2,5534,187.97
1.2,Ideal,J,VS1,5534,197.07
1.08,Ideal,F,SI1,5534,176.33
1.01,Ideal,E,SI1,5534,165.48
1.01,Ideal,E,SI1,5534,166.63
1.06,Premium,F,SI1,5535,176.49
0.9,Premium,E,VS1,5535,148.2
1.1,Ideal,G,SI2,5535,180.88
1.2,Ideal,I,SI1,5535,194.16
0.91,Ideal,D,SI1,5535,149.34
1.04,Good,G,VS2,5535,168.57
1.5,Premium,J,SI1,5536,245.64
1.07,Ideal,E,SI1,5537,173.42
1.16,Very Good,H,VS2,5537,185.29
1.15,Very Good,G,SI1,5538,184.5
1.01,Good,G,VS2,5538,158.86
1.01,Fair,G,VS2,5538,156.02
1.01,Premium,G,VS2,5538,164.88
1.09,Very Good,E,SI1,5539,177.94
0.7,Ideal,D,VVS2,5539,116.1
0.7,Ideal,D,VVS2,5539,116.63
0.7,Ideal,D,VVS2,5539,116.32
0.7,Ideal,D,VVS2,5539,115.97
0.7,Ideal,D,VVS2,5539,116.99
0.9,Ideal,G,VS1,5540,145.8
1.21,Premium,I,VS1,5540,196.6
1.21,Premium,J,VS2,5541,201.32
1.01,Very Good,D,SI1,5542,162.79
1.01,Ideal,D,SI1,5543,164.58
1.01,Premium,D,SI1,5543,165.16
1.01,Premium,D,SI1,5543,155.77
1.01,Premium,D,SI1,5543,158.97
1.01,Good,D,SI1,5543,164.22
1.01,Very Good,D,SI1,5543,161.94
1.06,Premium,G,VS2,5543,171.27
1.01,Premium,D,SI1,5543,163.34
1.01,Premium,D,SI1,5543,165.58
1.01,Premium,D,SI1,5543,163.06
1.01,Premium,E,SI1,5543,164.35
1.0,Premium,E,SI1,5544,149.94
1.0,Very Good,E,VS2,5544,160.58
1.0,Premium,F,SI1,5544,159.62
1.0,Good,G,VS2,5544,161.79
1.0,Very Good,G,VS2,5544,162.81
1.2,Good,E,SI2,5544,194.55
1.01,Good,H,SI1,5544,164.01
1.01,Good,D,SI1,5544,163.64
1.0,Good,H,VS1,5544,157.75
1.32,Ideal,I,SI1,5544,219.05
1.0,Premium,E,SI1,5544,163.37
1.0,Premium,E,SI1,5544,158.68
1.0,Premium,E,SI1,5544,158.82
1.1,Ideal,I,VS1,5544,180.05
1.1,Premium,H,SI1,5544,184.43
1.1,Ideal,G,SI1,5545,181.21
1.35,Premium,J,SI1,5546,217.46
1.12,Ideal,E,SI2,5546,180.12
1.0,Good,D,SI1,5546,158.27
1.31,Premium,J,SI1,5546,211.62
1.31,Ideal,I,SI2,5546,213.49
1.27,Premium,I,SI1,5547,203.65
1.11,Ideal,D,SI2,5547,180.32
0.9,Very Good,D,VS1,5547,144.81
1.12,Premium,E,SI1,5547,182.41
1.14,Ideal,G,SI1,5548,184.9
1.14,Ideal,D,SI2,5548,187.05
1.14,Premium,G,SI1,5548,185.35
1.13,Very Good,H,VS2,5548,183.95
0.96,Very Good,D,SI1,5548,159.17
1.02,Ideal,F,SI1,5549,170.76
1.06,Premium,H,VS1,5549,170.32
1.11,Premium,H,VS2,5550,181.97
1.23,Very Good,G,SI2,5550,197.95
1.06,Premium,I,VS1,5550,174.22
1.01,Ideal,H,VS1,5550,167.24
1.09,Very Good,H,VS2,5551,178.97
1.03,Very Good,D,SI1,5551,166.25
1.03,Ideal,D,SI1,5551,167.92
1.07,Ideal,G,SI1,5551,174.08
0.9,Fair,E,VVS2,5551,140.73
1.18,Ideal,I,VS1,5551,190.34
1.2,Premium,D,SI2,5551,195.41
1.2,Premium,D,SI2,5551,195.93
1.12,Ideal,G,SI1,5551,183.46
1.02,Ideal,E,SI1,5553,165.38
1.02,Very Good,E,SI1,5553,170.32
1.96,Fair,F,I1,5554,289.2
1.16,Premium,H,SI1,5554,192.35
1.16,Ideal,H,SI1,5554,192.67
1.16,Premium,H,SI1,5554,191.05
1.05,Good,H,VS1,5555,168.01
1.01,Ideal,G,SI1,5555,158.17
1.01,Ideal,G,SI1,5555,163.89
1.0,Ideal,E,SI1,5555,165.93
1.0,Ideal,E,SI1,5555,162.04
1.0,Ideal,E,SI1,5555,162.39
1.24,Premium,I,SI1,5555,205.89
1.21,Very Good,G,SI2,5556,198.34
1.01,Very Good,E,SI1,5556,162.42
1.21,Ideal,I,SI1,5556,198.72
1.21,Premium,I,SI1,5556,195.02
1.21,Premium,G,SI1,5556,167.77
1.21,Premium,J,VS1,5556,199.19
1.17,Ideal,F,SI2,5556,188.48
1.21,Premium,I,SI1,5556,201.7
1.0,Very Good,I,VS1,5557,160.49
1.04,Very Good,D,SI1,5557,168.95
1.05,Premium,F,SI1,5557,169.83
1.05,Premium,F,SI1,5557,173.35
1.05,Ideal,F,SI1,5557,171.74
1.05,Premium,F,SI1,5557,172.63
1.21,Very Good,G,SI2,5558,191.87
1.01,Very Good,H,VS2,5559,161.14
1.08,Ideal,G,VS2,5559,174.88
1.01,Premium,F,SI1,5559,167.66
1.01,Good,F,VS2,5560,159.61
1.01,Very Good,F,VS2,5560,161.82
1.07,Premium,F,SI1,5561,179.11
1.07,Good,F,SI1,5561,175.3
1.04,Premium,H,VS2,5561,171.08
1.29,Very Good,I,VS1,5562,210.02
1.18,Very Good,G,SI2,5562,197.39
1.19,Very Good,D,SI2,5562,191.8
1.2,Ideal,G,SI2,5562,198.61
0.9,Ideal,G,VVS1,5564,146.83
1.15,Ideal,G,VS2,5564,0.0
1.02,Very Good,H,VS2,5565,161.75
1.02,Very Good,E,VS2,5565,165.84
1.2,Very Good,H,SI1,5567,194.5
1.17,Good,D,SI2,5567,189.03
1.3,Premium,J,SI1,5569,213.71
1.3,Premium,J,SI1,5569,217.51
1.02,Premium,H,VS1,5569,170.55
1.02,Premium,H,VS1,5569,163.27
1.02,Ideal,H,VS1,5569,166.82
1.09,Very Good,F,SI1,5570,177.51
1.2,Good,I,VS1,5570,197.39
1.04,Ideal,G,SI1,5570,172.96
1.0,Very Good,E,SI1,5571,162.92
1.01,Ideal,E,SI1,5571,165.99
1.13,Premium,H,VS2,5571,181.05
1.0,Premium,H,VS2,5572,161.91
1.21,Premium,J,VVS2,5572,197.28
0.95,Very Good,G,VS1,5572,156.39
1.04,Ideal,I,VS1,5572,168.57
1.07,Premium,H,VS2,5573,175.47
1.0,Premium,F,SI1,5574,161.69
1.08,Good,E,SI1,5575,177.74
1.11,Very Good,J,VS1,5576,187.37
1.16,Good,H,SI1,5576,183.54
1.01,Ideal,G,SI1,5576,165.95
1.04,Ideal,H,VS1,5577,169.01
1.04,Ideal,H,VS1,5577,167.55
1.06,Ideal,I,VS1,5577,175.41
1.2,Ideal,I,SI1,5578,194.92
1.2,Ideal,H,SI2,5578,189.83
1.35,Very Good,I,SI2,5579,221.94
1.03,Premium,H,VS2,5579,167.05
1.05,Premium,H,VS1,5580,171.44
1.06,Premium,F,SI1,5580,174.07
1.03,Premium,G,SI1,5581,167.83
1.02,Premium,G,VS2,5581,166.67
1.13,Premium,F,SI1,5581,183.51
1.31,Very Good,I,SI2,5582,216.65
1.08,Premium,H,VS1,5582,178.57
1.1,Ideal,H,SI1,5583,181.6
1.24,Premium,F,SI2,5583,200.12
1.37,Very Good,I,SI2,5584,217.5
1.13,Very Good,F,SI1,5584,188.02
1.24,Very Good,I,SI1,5584,205.51
1.17,Very Good,H,VS2,5585,192.47
1.22,Ideal,J,SI1,5586,204.13
1.05,Ideal,F,SI1,5586,169.11
1.33,Very Good,H,SI2,5586,211.6
1.15,Very Good,G,SI1,5587,185.9
1.16,Ideal,I,VS2,5587,189.4
1.16,Ideal,I,VS2,5587,193.59
1.09,Very Good,J,VVS1,5588,174.8
1.27,Good,J,VS1,5588,201.69
1.27,Premium,I,SI1,5588,205.68
1.32,Premium,I,SI2,5588,208.52
1.01,Ideal,H,SI1,5589,165.02
1.01,Ideal,E,SI1,5590,162.55
1.24,Very Good,H,SI2,5592,204.97
1.0,Good,F,VS2,5592,162.4
1.2,Premium,H,SI1,5592,187.64
1.05,Good,H,VS2,5592,168.84
1.01,Very Good,H,VS1,5593,162.86
1.5,Ideal,I,I1,5593,245.84
1.14,Very Good,E,SI2,5593,193.08
1.02,Premium,G,VS2,5593,164.14
1.19,Very Good,H,SI1,5595,195.95
1.19,Very Good,H,SI1,5595,188.25
1.19,Premium,H,SI1,5595,193.85
1.17,Very Good,G,SI2,5595,196.6
0.88,Ideal,E,VS2,5595,143.43
1.03,Ideal,F,SI1,5595,170.56
1.1,Ideal,F,SI2,5596,179.47
0.91,Very Good,D,VS1,5597,146.09
1.21,Good,G,SI1,5597,191.38
1.02,Very Good,H,VS1,5598,164.9
1.02,Good,H,VS1,5598,169.89
1.02,Very Good,D,SI1,5598,163.52
1.02,Very Good,D,SI1,5598,159.66
1.19,Ideal,E,SI2,5598,196.28
1.01,Premium,E,SI1,5599,157.27
1.01,Good,G,VS2,5599,160.82
1.01,Premium,D,SI1,5599,163.33
1.01,Good,G,VS2,5599,160.02
1.01,Good,G,VS2,5599,162.79
1.01,Ideal,E,SI1,5599,164.35
1.01,Premium,E,SI1,5599,163.22
1.01,Ideal,E,SI1,5599,164.5
1.01,Ideal,E,SI1,5599,167.08
1.01,Premium,E,SI1,5599,163.74
1.01,Premium,F,SI1,5599,169.32
1.01,Premium,E,SI1,5599,156.28
1.01,Premium,E,SI1,5599,164.14
1.0,Very Good,G,VS2,5600,160.67
1.0,Very Good,G,VS2,5600,156.66
1.01,Very Good,D,SI1,5600,167.99
1.23,Ideal,I,SI1,5600,198.84
1.0,Good,G,VS2,5600,155.57
1.2,Good,I,VS1,5600,188.29
1.13,Premium,G,SI1,5600,185.98
1.0,Premium,E,SI1,5600,161.13
1.04,Good,G,VS2,5601,168.57
1.29,Very Good,H,SI2,5601,203.68
1.51,Good,E,I1,5601,245.84
1.2,Good,J,VS1,5601,193.6
1.09,Premium,H,VS2,5601,178.65
1.07,Ideal,E,SI2,5602,176.58
1.11,Good,F,SI1,5602,178.59
1.22,Premium,I,SI1,5602,203.04
0.37,Ideal,H,VS2,603,61.45
0.37,Ideal,H,VS2,603,62.14
0.37,Ideal,H,VS2,603,62.19
0.3,Ideal,E,VS2,603,49.02
0.3,Ideal,E,VS2,603,48.43
0.3,Ideal,E,VS2,603,48.77
0.3,Ideal,E,VS2,603,50.01
0.3,Ideal,E,VS2,603,48.89
0.37,Ideal,I,VS1,603,62.69
0.3,Ideal,F,VS1,603,48.5
0.39,Ideal,G,SI2,603,64.38
0.41,Ideal,F,SI2,603,66.08
0.38,Ideal,E,SI2,603,63.98
0.32,Good,G,VS2,603,52.85
0.3,Good,E,VS2,603,48.67
0.27,Premium,E,VS1,603,45.23
0.27,Ideal,E,VS2,603,45.28
0.27,Ideal,E,VS1,603,43.7
0.27,Ideal,E,VS1,603,44.2
0.27,Premium,E,VS1,603,45.4
0.27,Ideal,E,VS1,603,44.69
0.27,Premium,D,VS2,603,43.66
0.3,Premium,F,SI1,603,49.61
0.28,Very Good,E,VVS2,604,46.35
0.27,Very Good,F,VVS1,604,43.98
0.33,Ideal,G,VS2,604,54.95
0.33,Ideal,G,VS2,604,53.7
0.32,Ideal,F,SI1,604,54.15
0.41,Premium,F,SI2,604,68.59
0.41,Ideal,J,VS1,604,67.72
1.22,Premium,I,SI1,5602,198.32
1.22,Ideal,I,SI1,5602,201.6
1.22,Ideal,H,SI2,5602,202.81
1.22,Ideal,H,SI2,5602,200.25
1.22,Ideal,I,SI1,5602,201.46
1.21,Very Good,J,VS1,5604,204.42
1.21,Ideal,J,VS1,5604,195.35
1.04,Very Good,D,SI1,5605,169.26
1.04,Good,D,SI1,5605,167.64
1.01,Good,F,VS1,5606,159.46
1.1,Premium,D,SI1,5606,176.86
1.27,Ideal,J,VS2,5606,208.41
1.0,Premium,F,VS2,5606,135.37
1.0,Premium,F,VS2,5606,159.37
1.0,Good,F,VS2,5606,159.84
1.25,Premium,J,SI1,5607,199.82
1.2,Very Good,G,SI1,5607,191.75
2.22,Fair,J,I1,5607,345.62
1.29,Ideal,J,SI1,5607,209.2
1.03,Ideal,E,SI1,5608,169.06
1.2,Very Good,G,SI2,5609,192.77
1.2,Ideal,H,SI2,5610,197.75
1.1,Ideal,G,SI1,5610,180.05
1.35,Good,I,VS2,5610,216.55
1.01,Premium,H,VS2,5611,161.49
1.31,Very Good,I,SI2,5612,211.3
1.04,Premium,E,SI1,5612,172.85
1.31,Premium,I,SI2,5612,211.56
1.35,Very Good,J,SI1,5613,220.21
1.2,Ideal,H,SI2,5613,194.61
1.06,Ideal,F,SI1,5613,171.64
1.05,Very Good,H,VS2,5614,169.47
1.16,Ideal,D,SI2,5615,192.72
0.93,Very Good,E,VS2,5616,150.24
1.01,Good,F,VS2,5616,158.68
1.7,Fair,D,I1,5617,263.9
1.18,Premium,I,SI1,5617,191.01
1.27,Premium,J,VS1,5618,205.67
1.52,Premium,J,SI1,5618,246.32
1.27,Premium,D,SI2,5618,209.01
1.0,Very Good,H,VS1,5619,160.99
1.01,Very Good,D,SI1,5619,166.54
1.01,Premium,G,VS2,5620,159.17
1.28,Premium,E,SI2,5620,206.27
1.03,Very Good,H,VS2,5620,165.28
1.12,Premium,E,SI2,5620,184.6
1.01,Premium,G,VS2,5620,163.17
1.04,Premium,F,SI1,5621,167.4
1.0,Very Good,D,SI1,5621,163.84
1.0,Very Good,D,SI1,5621,162.75
1.0,Good,G,VS2,5621,161.69
1.19,Very Good,F,SI2,5622,197.84
1.01,Very Good,D,SI1,5622,162.09
1.0,Ideal,E,SI1,5622,167.54
1.23,Premium,I,VS2,5622,199.06
1.19,Premium,H,SI1,5622,194.7
1.19,Fair,H,SI1,5622,190.57
1.0,Ideal,G,SI1,5622,164.17
1.0,Very Good,G,VS2,5623,162.66
1.64,Premium,J,SI2,5624,267.69
1.03,Premium,H,VS1,5624,167.66
1.03,Premium,H,VS1,5624,167.6
1.21,Ideal,H,SI2,5624,197.27
1.03,Fair,E,SI1,5624,162.46
1.21,Ideal,I,SI1,5624,197.09
1.13,Very Good,H,VS2,5625,184.84
1.08,Ideal,H,VS2,5625,175.25
1.35,Fair,H,VS2,5625,216.7
1.15,Ideal,I,VS1,5626,188.47
1.04,Ideal,F,SI1,5626,170.64
1.06,Very Good,H,VS1,5627,172.26
1.01,Very Good,E,SI1,5627,158.96
1.01,Good,E,SI1,5627,167.77
1.25,Very Good,J,VS1,5628,210.33
1.25,Very Good,J,VS1,5628,203.88
1.01,Fair,D,SI1,5628,147.8
1.09,Premium,E,SI1,5628,176.17
1.0,Ideal,E,SI1,5629,162.84
1.12,Good,E,SI1,5630,179.09
1.53,Ideal,H,SI2,5631,243.34
1.26,Premium,H,SI1,5631,207.85
1.01,Premium,G,VS1,5632,163.34
1.23,Premium,I,VS1,5632,199.64
1.11,Ideal,H,VS2,5632,175.22
1.04,Fair,G,VS1,5633,165.87
1.0,Very Good,E,VS2,5633,162.24
1.2,Ideal,I,VS2,5634,192.56
1.15,Ideal,F,SI2,5635,187.91
1.1,Ideal,H,SI1,5636,182.09
1.25,Very Good,H,SI2,5637,202.33
1.25,Very Good,H,SI2,5637,200.61
1.25,Premium,J,VS1,5637,204.25
1.01,Very Good,H,VS2,5638,165.95
1.24,Ideal,I,VS2,5638,201.41
1.2,Very Good,F,SI1,5638,191.18
1.0,Ideal,D,SI1,5639,159.97
0.9,Very Good,G,VVS2,5640,146.69
0.87,Ideal,F,VS1,5640,141.72
1.09,Premium,E,SI1,5640,177.94
1.23,Premium,F,SI1,5641,196.23
1.38,Premium,H,SI2,5641,231.28
1.23,Ideal,H,SI2,5641,205.47
1.0,Good,D,SI1,5642,157.53
1.06,Premium,E,SI1,5642,180.23
1.22,Premium,D,SI2,5643,196.85
1.19,Very Good,I,VS1,5644,195.01
1.01,Premium,D,SI1,5644,162.79
1.0,Good,G,VS2,5645,163.56
1.5,Fair,H,I1,5645,223.78
1.2,Very Good,E,SI2,5645,194.55
1.0,Good,G,VS2,5645,159.44
1.0,Very Good,G,VS2,5645,157.96
1.0,Good,D,VS2,5645,160.81
1.05,Premium,E,VS2,5645,169.27
1.26,Ideal,I,SI1,5645,204.12
1.0,Premium,G,VS2,5645,161.44
1.0,Premium,F,SI1,5645,159.62
1.0,Premium,D,SI1,5645,149.71
1.2,Premium,I,VS2,5645,190.11
1.0,Very Good,D,SI1,5645,159.37
1.0,Very Good,D,SI1,5645,159.37
1.15,Very Good,H,VS2,5646,185.07
1.15,Good,H,VS2,5646,186.29
1.01,Good,E,SI1,5646,163.45
1.01,Premium,E,SI1,5646,164.17
1.29,Ideal,J,VS2,5646,211.22
1.01,Ideal,F,SI1,5646,162.25
1.51,Good,E,I1,5647,245.38
1.23,Premium,H,SI2,5648,197.5
1.23,Premium,I,SI1,5648,199.68
1.11,Ideal,D,SI2,5648,180.32
1.22,Ideal,J,VS1,5649,198.88
1.22,Premium,I,VS2,5649,195.53
1.14,Premium,G,SI1,5650,185.35
1.13,Premium,H,VS2,5650,183.95
1.13,Premium,H,VS2,5650,182.19
1.04,Premium,F,SI1,5650,169.69
1.01,Very Good,F,VS2,5650,161.33
1.14,Ideal,D,SI2,5650,187.05
1.14,Ideal,G,SI1,5650,184.9
1.06,Ideal,I,VS1,5651,174.22
1.31,Very Good,I,SI2,5652,213.22
1.1,Premium,H,VS2,5652,180.42
0.9,Very Good,G,VVS2,5653,146.18
1.21,Ideal,J,VS2,5653,196.46
1.03,Premium,D,SI1,5653,166.25
1.03,Ideal,D,SI1,5653,167.92
1.03,Ideal,G,SI1,5653,166.63
1.28,Very Good,I,SI2,5654,204.48
1.01,Very Good,D,SI1,5654,158.86
1.23,Premium,G,VS2,5654,200.69
1.06,Ideal,F,SI1,5655,172.17
1.2,Ideal,I,SI1,5655,195.64
1.01,Good,G,VS2,5655,164.43
1.02,Ideal,E,SI1,5655,165.38
1.02,Premium,E,SI1,5655,170.32
1.01,Very Good,D,SI2,5656,165.22
1.01,Premium,D,SI1,5656,166.82
0.9,Ideal,D,SI1,5656,146.56
1.01,Premium,E,SI1,5656,165.27
1.0,Ideal,F,SI1,5656,164.81
1.18,Ideal,H,SI2,5657,191.36
1.05,Very Good,H,VS1,5657,168.01
1.05,Premium,D,SI1,5659,172.05
1.07,Very Good,J,VVS2,5661,171.02
1.07,Very Good,H,VS1,5661,176.43
1.08,Ideal,G,VS2,5661,174.88
1.04,Very Good,E,SI1,5662,169.46
1.01,Very Good,F,VS2,5662,162.1
1.01,Ideal,F,VS2,5662,162.39
1.07,Premium,F,SI1,5662,179.11
1.04,Ideal,F,SI1,5663,172.46
1.06,Very Good,H,SI1,5664,176.7
1.01,Ideal,H,SI1,5664,164.33
1.01,Ideal,H,SI1,5664,164.58
1.29,Premium,I,VS1,5664,210.02
1.19,Premium,I,SI1,5664,196.17
1.23,Very Good,H,SI1,5665,194.55
1.09,Ideal,F,SI1,5665,176.92
1.23,Very Good,J,VVS2,5665,200.33
1.2,Very Good,G,SI1,5665,194.84
1.02,Ideal,H,VS2,5666,161.75
1.01,Fair,G,VS2,5666,149.82
1.05,Very Good,F,SI1,5666,177.06
1.02,Ideal,H,VS2,5666,170.41
1.02,Premium,E,VS2,5666,165.84
1.02,Premium,H,VS2,5666,169.45
0.96,Ideal,F,VS1,5666,157.35
1.1,Very Good,F,SI1,5667,178.75
2.0,Fair,I,I1,5667,307.11
1.0,Good,G,VS2,5667,162.92
1.0,Good,H,VS1,5668,161.42
1.27,Very Good,J,SI1,5669,205.9
1.2,Premium,H,SI1,5669,191.01
1.06,Ideal,H,VS2,5669,175.03
1.25,Ideal,H,SI2,5670,205.37
0.9,Very Good,G,IF,5670,145.65
1.35,Ideal,H,SI2,5670,221.06
1.0,Very Good,D,SI1,5671,163.42
0.99,Very Good,D,SI1,5671,160.74
1.22,Premium,I,SI1,5671,199.12
1.22,Premium,H,SI2,5671,198.43
1.3,Premium,H,SI1,5671,208.0
1.21,Very Good,I,SI1,5672,191.3
1.05,Fair,G,VS2,5673,168.67
1.1,Premium,H,VS1,5673,179.17
1.04,Premium,H,VS2,5674,172.56
1.18,Very Good,H,SI1,5674,194.62
1.21,Premium,J,VVS2,5674,197.28
1.14,Ideal,G,SI2,5675,188.8
1.28,Ideal,H,SI2,5676,210.77
1.29,Ideal,J,VS1,5676,208.18
1.09,Premium,H,VS2,5677,177.39
1.09,Premium,H,VS2,5677,179.29
1.09,Premium,H,VS2,5677,180.72
1.16,Very Good,G,SI1,5678,191.23
1.2,Premium,H,VS1,5678,193.3
1.16,Good,H,SI1,5678,183.54
1.01,Very Good,G,VS2,5679,162.66
1.02,Fair,E,SI1,5681,161.96
1.51,Premium,I,SI2,5682,231.88
1.02,Ideal,H,VS2,5683,166.67
1.24,Ideal,H,VS2,5683,201.86
1.01,Very Good,E,SI1,5684,161.84
1.03,Ideal,G,SI1,5684,165.38
1.01,Very Good,H,VVS2,5684,164.43
1.02,Premium,F,SI1,5686,169.29
1.02,Premium,F,SI1,5686,163.63
1.01,Very Good,H,VS1,5687,171.18
1.11,Ideal,H,SI1,5688,181.16
1.85,Very Good,H,I1,5688,297.41
1.04,Very Good,E,SI1,5689,167.29
1.2,Premium,G,SI2,5689,194.63
1.23,Good,D,SI2,5689,199.58
1.27,Premium,I,SI1,5690,203.65
1.19,Ideal,I,SI1,5690,196.63
1.27,Premium,I,SI1,5690,205.68
1.27,Ideal,I,SI1,5690,207.17
1.27,Very Good,J,VS1,5690,201.69
1.21,Ideal,H,SI2,5692,199.13
1.1,Ideal,F,VS2,5692,185.04
1.2,Ideal,I,SI1,5694,197.96
1.01,Ideal,D,SI1,5694,162.35
1.24,Premium,H,SI2,5694,206.39
1.24,Premium,H,SI2,5694,204.97
1.16,Very Good,D,SI1,5695,189.99
1.16,Ideal,G,SI2,5695,189.82
1.23,Premium,F,SI2,5695,200.41
1.5,Ideal,I,I1,5695,245.84
1.01,Very Good,G,VS2,5696,162.92
1.18,Premium,H,SI1,5696,191.3
2.01,Fair,I,I1,5696,304.54
2.01,Fair,I,I1,5696,335.1
1.05,Ideal,I,VS2,5697,173.37
1.06,Ideal,I,SI1,5697,173.59
1.2,Very Good,G,SI2,5698,192.5
1.19,Very Good,H,SI1,5698,192.66
1.01,Ideal,G,SI1,5698,163.33
1.07,Ideal,H,VS2,5698,169.63
1.19,Premium,H,SI1,5698,195.95
1.19,Premium,H,SI1,5698,188.25
1.2,Premium,I,VS2,5699,191.99
1.2,Premium,I,VS2,5699,191.99
1.25,Very Good,I,SI1,5699,202.12
1.2,Premium,I,VS2,5699,199.81
1.2,Premium,F,SI2,5699,194.66
1.2,Ideal,I,VS2,5699,190.62
1.14,Premium,H,VS2,5700,187.61
1.01,Good,F,VS2,5700,156.18
1.01,Good,D,SI1,5700,159.63
1.01,Premium,G,VS2,5701,163.15
1.02,Very Good,F,SI1,5701,165.0
1.01,Very Good,G,VS2,5701,160.02
1.01,Good,G,VS2,5701,160.82
1.01,Good,G,VS2,5701,162.79
1.01,Very Good,G,VS2,5701,162.86
1.01,Good,G,VS2,5701,163.81
1.01,Good,G,VS2,5701,161.99
1.01,Premium,G,VS2,5701,161.31
1.01,Premium,D,SI1,5701,162.29
1.0,Good,G,VS2,5702,161.95
1.0,Good,G,VS2,5702,157.86
1.0,Very Good,G,VS2,5702,163.63
1.0,Very Good,G,VS2,5702,160.61
1.02,Ideal,E,SI1,5702,168.12
1.06,Ideal,I,VS1,5702,175.55
1.05,Ideal,D,SI2,5702,170.95
1.01,Ideal,D,SI1,5702,164.04
1.16,Premium,H,SI1,5702,188.98
1.22,Ideal,H,SI2,5703,172.38
1.22,Ideal,H,SI2,5703,200.11
1.01,Very Good,D,SI2,5703,163.12
1.02,Premium,F,VS2,5704,163.63
1.07,Premium,D,SI1,5704,173.75
1.07,Ideal,E,SI2,5704,176.58
1.05,Ideal,H,SI1,5704,174.67
1.25,Ideal,H,SI2,5706,201.97
1.09,Premium,H,SI1,5706,180.63
1.02,Good,G,VS1,5706,170.9
1.21,Ideal,J,VS2,5707,193.58
0.31,Very Good,F,VS2,605,50.33
0.26,Ideal,G,VVS1,605,42.61
0.26,Ideal,G,VVS1,605,43.73
0.38,Ideal,J,VS1,605,62.22
0.41,Ideal,G,SI2,605,67.6
0.26,Ideal,G,IF,605,43.07
0.26,Ideal,G,IF,605,42.45
0.36,Premium,E,SI2,605,58.79
0.32,Ideal,I,VS1,605,52.73
0.32,Ideal,I,VS1,605,52.49
0.32,Premium,H,VS2,605,51.23
0.31,Premium,G,VS2,605,50.26
0.31,Premium,G,VS2,605,51.41
0.31,Premium,E,SI1,605,51.11
0.3,Premium,F,VS2,605,48.74
0.3,Very Good,G,VS1,605,49.02
0.3,Premium,F,VS2,605,49.34
0.3,Very Good,F,VS2,605,48.98
0.3,Premium,G,VS1,605,51.02
0.3,Ideal,F,VS2,605,49.27
0.3,Ideal,F,VS2,605,49.88
0.3,Good,H,VVS2,605,49.29
0.3,Ideal,H,VVS2,605,48.57
0.3,Good,G,VS1,605,48.36
0.3,Ideal,F,VS2,605,49.83
0.3,Ideal,H,VVS2,605,49.15
0.3,Ideal,F,VS2,605,49.32
0.3,Ideal,G,VS1,605,49.09
0.3,Very Good,F,VS2,605,49.92
0.3,Good,H,VVS2,605,49.71
1.04,Premium,D,SI1,5708,169.26
1.04,Good,D,SI1,5708,167.64
0.91,Premium,F,VVS2,5708,146.13
1.02,Very Good,D,SI1,5709,161.65
1.03,Ideal,E,SI1,5710,169.06
1.03,Premium,E,SI1,5710,167.96
1.2,Ideal,H,SI2,5712,195.06
1.01,Very Good,I,SI1,5712,161.67
1.2,Premium,I,SI1,5712,198.6
1.2,Premium,F,SI2,5712,194.21
1.2,Ideal,H,SI2,5712,197.75
1.01,Very Good,F,SI1,5713,162.24
1.06,Very Good,D,SI1,5713,177.41
1.01,Premium,F,SI1,5713,164.41
1.01,Premium,G,VS2,5713,162.15
1.24,Ideal,I,SI1,5714,202.74
